timestamp,service_name,metric_name,metric_value,anomaly_label,anomaly_type,experiment_name
2025-09-28T12:04:02.071760,web-api,web_api_cpu,0.2,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_memory,51.03515625,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_requests,1.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_errors,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_response_time_p95,160.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_requests_per_second,0.1,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_db_connections,1.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_redis_health,1.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_thread_count,4.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,web-api,web_api_queue_depth,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_cpu,10.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_memory,51.28515625,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_queue,8225.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_processing_rate,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_response_time_p95,50.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_db_connections,10.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_redis_health,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_thread_count,2.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_queue_depth,8205.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_error_rate,0.1,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,order-processor,processor_memory_growth,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_cpu,9.1,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_memory,33.24609375,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_queue,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_message_rate,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_delivery_success,0.99,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_thread_count,6.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_api_health,1.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_queue_depth,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_error_rate,0.010000000000000009,0,normal,memory_leak_processor
2025-09-28T12:04:02.071760,notification-service,notification_response_time_p95,39.0,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_cpu,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_memory,51.5859375,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_requests,4.0,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_errors,0.0,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_response_time_p95,339.99999999999994,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_requests_per_second,0.4,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_db_connections,2.0,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_redis_health,1.0,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_thread_count,4.0,0,normal,memory_leak_processor
2025-09-28T12:04:17.242463,web-api,web_api_queue_depth,0.0,0,normal,memory_leak_processor
