notification_cpu,web_api_cpu,processor_cpu,notification_memory,web_api_memory,processor_memory,notification_error_rate,web_api_response_time_p95,processor_response_time_p95,notification_api_health,notification_delivery_success,notification_message_rate,notification_queue,notification_queue_depth,notification_thread_count,processor_db_connections,processor_memory_growth,processor_processing_rate,processor_queue,processor_queue_depth,processor_redis_health,processor_thread_count,web_api_db_connections,web_api_errors,web_api_queue_depth,web_api_redis_health,web_api_requests,web_api_requests_per_second,web_api_thread_count,timestamp,anomaly_label,anomaly_type
11.511445455629085,28.305935606889484,20.585568540567554,52.238576952955164,47.11845027485501,39.47133578081423,0.0028918776187999958,150.92776460907243,146.385470878605,0.8973927326699676,0.9900878134630245,44.38812177048364,0.9912959421384138,0.15488834549557348,8.8981317346189,7.416676365786954,-0.1722385458879295,66.01761259587772,0.08186144713404543,0.07461464258715288,1.0,21.830267994690377,5.21151213685971,4.262565777266012,2.18794990465816,0.9805843701279425,11.22059355667558,78.08022553807474,17.921151034368656,realistic_normal_1034,0,normal
14.713272158830678,11.143819527973513,29.73017668355432,48.668205327969986,48.58541157784785,39.28081792324548,0.0057931523181014135,115.73411879126135,68.00988687162832,0.9237855919265494,0.9823620123813247,26.277194256037767,1.034076277526692,17.074226741425452,20.177695088877083,10.69820967302596,0.3676051425718343,26.788581992837884,0.978217640648195,7.161591025571104,0.8974639996269981,12.523367905398349,11.176849166150703,0.3894117679451175,3.004908950231482,0.9795722293378891,9.23338785153134,37.40113764700453,15.616653788094373,realistic_normal_1176,0,normal
14.514713489483034,14.373898496343058,1.8354272886460734,30.574882589952438,40.49518434196706,49.869886557080385,0.01872503335263505,170.34900092919736,127.63743054731036,0.8957627678561204,0.9872433832328777,58.012138272238026,0.607944307284065,2.4212339807468024,11.92613567421541,3.544553796012085,-0.25957665962121,6.4499411832058655,2.714573320919404,6.955088448640369,1.0,14.158458830189653,13.679215431611151,0.4492915972898056,4.502834892867231,1.0,10.413448094489988,103.45420566187717,18.79469300060974,realistic_normal_67,0,normal
55.45189418912757,100.0,68.00361506375938,49.925233494954945,43.69596160735073,62.36512207611683,0.00593294649988652,226.83489755772356,195.01983209559566,0.9716940141929961,1.0,24.37465815058896,4.746477044655985,7.399863259538424,14.96460434999173,10.039815257174082,0.18613987385814332,58.95222458829748,0.19941020255278194,4.279254691044507,0.9641654221088584,21.893577264330503,10.990477493898592,1.2209111771693548,1.6480990608351354,0.9967741983959266,8.712676402807995,13.313537720321506,18.589354872035127,realistic_cpu_spike_130,1,cpu_spike
24.927724789908257,29.797345939210985,38.46616748563213,52.290098264302586,46.85928542099326,57.0520365251489,0.002265894060746911,173.47471743433346,113.24464117781056,0.8342732689625743,0.9949262352671787,0.7669761351171904,6.033256630188366,3.994090664494782,20.43265278949411,11.569480100206487,-0.41303404137057886,140.6566089367897,3.9401706494100663,4.776380911670394,0.9320267485989878,6.342215050164707,11.850439236215784,5.84775701195809,5.709954773972422,1.0,5.872123140793776,26.878508800995444,14.77407235787419,realistic_normal_650,0,normal
7.862782117696309,5.138461771611102,13.55362462431512,71.25371372340831,63.70357848008105,85.17718558406048,0.020803930861508814,183.62461851836133,152.79372568720854,0.9040936255868843,0.9098051872530394,63.510352769128964,3.5603368728409994,11.60377969987076,18.56781106962088,7.538808125293707,-0.06645929776086412,74.23655671570636,2.245542552346783,1.5086369620114006,0.9475817480296338,18.377747761916478,6.2935314509674445,1.1099502967864574,2.7036048811680775,1.0,11.180551671901302,150.29842837358464,12.191335577770738,realistic_memory_leak_268,1,memory_leak
14.1905863017806,23.017736647977078,26.282571894455664,51.307768320105524,50.37739950443984,55.841326222847925,0.0074435522576516856,227.32625976028322,129.15775280990684,1.0,0.9449438894135459,4.867070664332913,7.556858820867093,0.16260830709743807,20.696452588295724,9.980766347884478,0.11863380479467443,8.68145860124309,11.260208526475639,8.929250630209305,0.863127076720827,11.096811887813702,11.758071232165408,0.3602565153565879,3.434385973417921,1.0,10.870640760706008,12.871200215808361,14.74602982386054,realistic_normal_986,0,normal
19.080532745368526,36.893580577558026,35.48510389540235,38.39829699563427,47.849633101831856,34.73615942692452,0.013782709873132471,75.85235072921277,111.76954657013601,1.0,1.0,43.11635417263815,0.6038471370662717,3.2405621155186366,14.30601799527232,3.3197154251283205,0.08105664948907906,0.7039721838130875,2.8887169816975606,8.592029637874427,1.0,15.363221065216528,14.558183790824025,0.2873741370145184,3.12827135446982,1.0,12.031189619502209,33.809994387615134,20.520875782718377,realistic_normal_552,0,normal
25.676899581968133,39.59269584801966,32.92172933672679,49.267780058044835,50.33887683844712,33.04820597502966,0.03499032220630249,369.73212635515074,127.92553222925433,1.0,0.9128160841318375,57.78921338675613,2.111743122797925,6.897355776352585,14.39474561020637,8.644399314430078,-0.5715905473196696,31.855768829464942,0.9107599784724576,0.36065553035374864,0.9970969162608407,5.404170235522244,7.260228550108854,0.6937025609651866,3.9174712037236588,1.0,8.217138422759277,25.959780454642466,15.129587657909864,realistic_cpu_spike_227,1,cpu_spike
30.38881065510693,27.60906257474184,14.469955978636936,74.29725836497597,72.64787205013207,75.95732687346177,0.003300629030946826,83.48604250057656,57.86168188909522,1.0,1.0,13.257415743608952,2.1727383426529707,0.7808731601998375,15.622866767608569,9.570041653624047,-0.0817066231239133,5.0412786946691455,2.9884736304761823,1.7439285422449728,1.0,13.819883005712486,10.487866898890223,0.6003283812046399,4.474934439617167,1.0,8.836584882815018,76.50255156322199,9.802963665668852,realistic_memory_leak_68,1,memory_leak
